leading_item_id,following_item_id,max_corr,best_lag,leader_mean,leader_std,follower_mean,follower_std,lag_x_corr,mean_ratio,std_ratio
VMAQSTJE,OGAFEHLU,0.41656746212336976,1,136660.41860465117,87565.03180566484,1785496.6279069767,3359489.1308363928,0.41656746212336976,13.06520678133751,38.3656473540011
UIFPPCLR,JPBRUTWP,0.3408346315249689,5,225302.93023255814,151018.5378721488,6196286.279069767,1328244.373028431,1.7041731576248444,27.502022599734705,8.79524058261058
ZKENOUDA,ATLDMDBO,-0.3472391561415619,1,163893.83720930232,161773.9095654481,59997368.674418606,32347299.68026454,0.3472391561415619,366.0745864253106,199.95374882732864
UGEQLMXM,ROACSLMG,0.4139551279613697,3,156311.44186046513,113236.30523025779,2137643.302325581,394841.09931520995,1.2418653838841092,13.675539531009639,3.486877274111359
UQYUIVVR,QJQJSWFU,-0.3017800226146507,1,3521687.465116279,3086917.8975832113,172761.72093023255,83125.52033012893,0.3017800226146507,0.049056516979844846,0.026928322387576965
XIPPENFQ,RAWUKQMJ,-0.38568642940536724,1,149003.3023255814,84821.17061275388,4207967.627906977,886405.4158732577,0.38568642940536724,28.24076756825206,10.45028510523204
DNMPSKTB,TANNMIMB,0.30380857860249694,6,6718478.9069767445,2173533.0110572237,100.88372093023256,488.1737304795709,1.8228514716149817,1.5015857358048074e-05,0.00022459917930664177
ELQGMQWE,LUENUFGA,-0.3131234040138535,3,386914.3023255814,184187.38995451733,6410190.837209302,4770467.673868264,0.9393702120415606,16.567469330194662,25.90007749727258
BSRMSVTC,STZDBITS,0.4592236712288361,5,521682.3953488372,573916.8856602091,24595488.48837209,10320964.82063318,2.2961183561441807,47.14647975015239,17.983378915123584
UIFPPCLR,JPBRUTWP,0.3408346315249689,5,225302.93023255814,151018.5378721488,6196286.279069767,1328244.373028431,1.7041731576248444,27.502022599734705,8.79524058261058
FWUCPMMW,RUVXNNVA,0.6058188436779159,5,2272.6279069767443,6452.598268890318,6.465116279069767,31.06134128882553,3.02909421838958,0.0028447755377718105,0.004813772683442373
DBWLZWNK,AXULOHBQ,0.5415181814678813,6,496985.25581395347,283852.3825472058,96264.09302325582,68687.62776235072,3.249109088807288,0.19369607427367744,0.24198362242277713
WQMVCOEM,QSDCUCLB,0.5051833370936777,6,146883.09302325582,122762.57339153606,64.95348837209302,197.1710334742901,3.0311000225620663,0.00044221215004892905,0.0016061168157809086
FQCLOEXA,PYZMVUWD,-0.495595201985277,5,1543955.1395348837,388064.11943692074,12327.976744186046,17444.10107462648,2.477976009926385,0.007984672888806771,0.04495159485471844
TGOELCAG,FRHNWLNI,-0.36556803523879333,6,203362.6976744186,309900.61848685704,1301803.9069767443,458421.81215312914,2.19340821143276,6.401389841191605,1.4792542667064463
BUZIIBYG,BJALXPFS,-0.33277831383814105,1,17218971.790697675,2252755.700802552,164484.27906976745,91116.96303929096,0.33277831383814105,0.009552502964121145,0.04044689044923504
DJBLNPNC,LRVGFDFM,0.36080142883824434,5,1983.5581395348838,5051.180811994062,18698103.372093022,18697580.01695645,1.8040071441912218,9426.54666379021,3701.6255622561152
BSRMSVTC,SAHWCZNH,0.35882615055352785,3,521682.3953488372,573916.8856602091,2155944.5581395347,1218372.3496791958,1.0764784516605834,4.132676466288978,2.1229073061258865
ZKENOUDA,ELQGMQWE,0.4112732694808207,3,163893.83720930232,161773.9095654481,386914.3023255814,184187.38995451733,1.233819808442462,2.3607617523110873,1.1385481778127082
QJQJSWFU,BEZYMBBT,0.3848549432958962,3,172761.72093023255,83125.52033012893,4939372.674418605,988692.1366975273,1.1545648298876885,28.590666079233557,11.893966290485654
GKQIJYDH,ELQGMQWE,0.3581397638723409,2,14118353.488372093,12827842.650181666,386914.3023255814,184187.38995451733,0.7162795277446818,0.02740505843292686,0.014358407331406933
KAGJCHMR,FTSVTTSR,0.330789702334275,4,22543.418604651164,34677.543918173666,178820.76744186046,236085.0065819156,1.3231588093371,7.932282612941137,6.80800829298009
LTOYKIML,LLHREMKS,0.5091538722641084,6,334008.511627907,156962.93340583995,54678.93023255814,69750.10861853519,3.05492323358465,0.16370520010372666,0.4443731211224656
BJALXPFS,ATLDMDBO,0.3462245389913851,2,164484.27906976745,91116.96303929096,59997368.674418606,32347299.68026454,0.6924490779827702,364.76050485411696,355.0085362915455
DBWLZWNK,QVLMOEYE,0.6173289033316591,2,496985.25581395347,283852.3825472058,1939898.511627907,1283837.9967118828,1.2346578066633183,3.903332118871158,4.522907242090358
RAWUKQMJ,APQGTRMF,0.32090470914438163,1,4207967.627906977,886405.4158732577,257208.13953488372,209590.88830924782,0.32090470914438163,0.06112407753069067,0.2364503697244779
NZKBIBNU,SUOYXCHP,0.3342280284367298,4,249490.93023255814,108771.9963363509,37054.53488372093,94112.20995874314,1.336912113746919,0.14852056886008938,0.8652246269973647
BEZYMBBT,APQGTRMF,0.39900449382997866,2,4939372.674418605,988692.1366975273,257208.13953488372,209590.88830924782,0.7980089876599573,0.052073037709208014,0.21198801985936744
ELQGMQWE,AANGBULD,0.5790457764012934,1,386914.3023255814,184187.38995451733,84017.69767441861,143585.74825850618,0.5790457764012934,0.2171480794822159,0.7795634016703491
UIFPPCLR,UGEQLMXM,0.31810804429225537,1,225302.93023255814,151018.5378721488,156311.44186046513,113236.30523025779,0.31810804429225537,0.6937834394715877,0.7498172530671234
GKQIJYDH,UQYUIVVR,0.33388382427915486,6,14118353.488372093,12827842.650181666,3521687.465116279,3086917.8975832113,2.003302945674929,0.2494403804251324,0.2406420145432057
GYHKIVQT,JPBRUTWP,0.3722937463949605,5,33878135.13953488,13339531.559942342,6196286.279069767,1328244.373028431,1.8614687319748024,0.18289927274771048,0.0995720402219336
STZDBITS,FITUEHWN,-0.34620409186664575,6,24595488.48837209,10320964.82063318,61688.11627906977,38368.825764171655,2.0772245511998744,0.002508106976945439,0.0037175619170276416
JSLXRQOK,YSYHGLQK,0.38529202271421387,5,15152.06976744186,30474.253649708313,2228.7906976744184,2578.005796429693,1.9264601135710693,0.1470948016828999,0.08459619145979552
DEWLVASR,RAWUKQMJ,-0.41764308038101766,3,220110.41860465117,175703.7543836854,4207967.627906977,886405.4158732577,1.252929241143053,19.1175304402376,5.0448860297689695
EVBVXETX,WQMVCOEM,0.3666106941306622,6,4595340.441860465,777360.3161292231,146883.09302325582,122762.57339153606,2.1996641647839734,0.03196348450818083,0.15792235703857427
STZDBITS,FITUEHWN,-0.34620409186664575,6,24595488.48837209,10320964.82063318,61688.11627906977,38368.825764171655,2.0772245511998744,0.002508106976945439,0.0037175619170276416
LUENUFGA,IGDVVKUD,-0.30358835772859266,2,6410190.837209302,4770467.673868264,14109.418604651162,32400.974022993865,0.6071767154571853,0.002201091818163645,0.006791991108224795
HXYSSRXE,FDXPMYGF,0.433899377456495,3,6607692.0,1492172.1847179234,5110.325581395349,11074.699991150854,1.301698132369485,0.0007733904033957054,0.007421864651120652
APQGTRMF,DBWLZWNK,0.49155898201186426,6,257208.13953488372,209590.88830924782,496985.25581395347,283852.3825472058,2.9493538920711857,1.9322298925326888,1.354316424896449
RJGPVEXX,SDWAYPIK,-0.4665014528066746,1,516165.72093023255,193020.79378830225,10189508.627906976,6060078.075849837,0.4665014528066746,19.740769707689477,31.39598567014961
PYZMVUWD,ZXERAXWP,-0.49379139663988364,4,12327.976744186046,17444.10107462648,11297.418604651162,7662.4752853884465,1.9751655865595346,0.9164049250062621,0.4392588217741257
XUOIQPFL,DUCMGGNW,0.3463329700753583,6,4558579.162790698,1825750.6538506409,1329999.7209302327,580113.1993253188,2.0779978204521496,0.2917575133467099,0.3177395544684594
EVBVXETX,APQGTRMF,0.32508386608412915,1,4595340.441860465,777360.3161292231,257208.13953488372,209590.88830924782,0.32508386608412915,0.055971509138220604,0.2696187134334463
DEWLVASR,DUCMGGNW,-0.356495766568605,5,220110.41860465117,175703.7543836854,1329999.7209302327,580113.1993253188,1.782478832843025,6.042420569437261,3.301655114638133
GMBFCMIU,HXYSSRXE,0.45916221594699674,3,26.27906976744186,170.30783695816,6607692.0,1492172.1847179234,1.3774866478409902,251443.13733446467,8761.61780108153
OKMBFVKS,ATLDMDBO,0.41800526645759684,2,2362445.5581395347,368425.6810733831,59997368.674418606,32347299.68026454,0.8360105329151937,25.396296844885665,87.79871041002107
BUZIIBYG,BTMOEMEP,0.49898839708240966,3,17218971.790697675,2252755.700802552,16395223.837209303,10213763.14944862,1.496965191247229,0.9521604446826295,4.5338973710311326
IGDVVKUD,FDXPMYGF,0.4661046971473349,4,14109.418604651162,32400.974022993865,5110.325581395349,11074.699991150854,1.8644187885893395,0.3621924987999534,0.34180145272638146
ZXERAXWP,UXSPKBJR,-0.30891227423718104,3,11297.418604651162,7662.4752853884465,713685.7674418605,510105.31330486346,0.9267368227115431,63.17246375954085,66.57187060831505
IGDVVKUD,FWUCPMMW,0.4002366890282412,5,14109.418604651162,32400.974022993865,2272.6279069767443,6452.598268890318,2.0011834451412063,0.16107169051363335,0.1991482806693398
HCDTGMST,QSDCUCLB,0.486875628769703,3,72436.02325581395,102594.09928643463,64.95348837209302,197.1710334742901,1.460626886309109,0.0008967014677463391,0.0019218554950405314
BLANHGYY,ROACSLMG,-0.3621260611770569,4,12588.116279069767,24521.891661552087,2137643.302325581,394841.09931520995,1.4485042447082277,169.8143911897304,16.101575879571328
DUCMGGNW,WQMVCOEM,0.3013492190048892,5,1329999.7209302327,580113.1993253188,146883.09302325582,122762.57339153606,1.506746095024446,0.11043843897983072,0.21161830748567578
BSRMSVTC,PLMZALFA,0.5549648736680068,3,521682.3953488372,573916.8856602091,125.23255813953489,461.5565090354494,1.6648946210040205,0.00024005517390625125,0.0008042218665577169
NAQIHUKZ,SNHYOVBM,0.35670839113229663,2,4709.488372093023,12506.38968291919,561061.023255814,576273.7883040103,0.7134167822645933,119.1341773899166,46.07834897748208
STZDBITS,JSLXRQOK,0.3278153859081207,6,24595488.48837209,10320964.82063318,15152.06976744186,30474.253649708313,1.9668923154487241,0.0006160507759219593,0.0029526555103436343
DNMPSKTB,APQGTRMF,0.43340481702333405,1,6718478.9069767445,2173533.0110572237,257208.13953488372,209590.88830924782,0.43340481702333405,0.03828368639629871,0.09642866579109592
FCYBOAXC,WBLJNPZQ,0.39822185340702526,5,108651086.46511628,8016054.328206619,335144.6046511628,199495.26606263575,1.9911092670351263,0.0030845950607108,0.024886965319163783
TGOELCAG,AHMDUILJ,-0.34432780502369664,4,203362.6976744186,309900.61848685704,126828.81395348837,45511.535634159176,1.3773112200947866,0.6236581998726051,0.14685848597602097
KFQSHBNH,UQYUIVVR,0.42963898002783824,6,1129436.1860465116,2874557.073510333,3521687.465116279,3086917.8975832113,2.5778338801670295,3.1180933536763216,1.0738760159012863
KAGJCHMR,JSLXRQOK,0.4375394638772978,5,22543.418604651164,34677.543918173666,15152.06976744186,30474.253649708313,2.187697319386489,0.6721283063804508,0.8787892741405685
BUZIIBYG,SNHYOVBM,-0.38125946014612416,6,17218971.790697675,2252755.700802552,561061.023255814,576273.7883040103,2.287556760876745,0.03258388654535617,0.25580838086369284
JPBRUTWP,SDWAYPIK,0.5202617084877535,1,6196286.279069767,1328244.373028431,10189508.627906976,6060078.075849837,0.5202617084877535,1.644454140591299,4.56247223696355
UGEQLMXM,GMBFCMIU,0.7498711371863419,2,156311.44186046513,113236.30523025779,26.27906976744186,170.30783695816,1.4997422743726838,0.0001681199370595809,0.0015040038317247055
FITUEHWN,KJNSOAHR,0.403137990805407,2,61688.11627906977,38368.825764171655,6980013.720930233,4684817.383908574,0.806275981610814,113.15005452979506,122.09957668710048
QRKRBYJL,AANGBULD,-0.4187104706439548,4,5150163.976744186,4325851.483678751,84017.69767441861,143585.74825850618,1.6748418825758191,0.016313596626008075,0.0331924821737907
BLANHGYY,LRVGFDFM,0.44541003854985095,5,12588.116279069767,24521.891661552087,18698103.372093022,18697580.01695645,2.227050192749255,1485.3773953214063,762.4852223578628
AXULOHBQ,ZGJXVMNI,-0.4183388371154606,2,96264.09302325582,68687.62776235072,2256273.1395348837,843815.2684755664,0.8366776742309212,23.43836698244658,12.284821822392248
ZGJXVMNI,QJQJSWFU,-0.37380242791679247,5,2256273.1395348837,843815.2684755664,172761.72093023255,83125.52033012893,1.8690121395839623,0.07656950654731888,0.09851151482504539
QKXNTIIB,UQYUIVVR,0.38877716355421754,2,1930363.0232558139,1047727.7871818389,3521687.465116279,3086917.8975832113,0.7775543271084351,1.8243653772307868,2.9462976312610802
ELQGMQWE,XMKRPGLB,-0.3510798832407546,6,386914.3023255814,184187.38995451733,1125717.2325581396,668126.9581434646,2.1064792994445276,2.9094743352442927,3.62743051142004
XUOIQPFL,APQGTRMF,0.5666705988450761,6,4558579.162790698,1825750.6538506409,257208.13953488372,209590.88830924782,3.4000235930704568,0.05642287439785692,0.11479710434011928
GIKPEWTY,VUAFAIYJ,-0.36206970241127906,5,2196.767441860465,8300.74432593375,388225.16279069765,275072.6955299931,1.8103485120563954,176.7256538931495,33.13831684195524
SDWAYPIK,DBWLZWNK,0.48846472928424356,1,10189508.627906976,6060078.075849837,496985.25581395347,283852.3825472058,0.48846472928424356,0.048774212178668154,0.046839723679195804
LRVGFDFM,ANWUJOKX,0.4503419636021628,5,18698103.372093022,18697580.01695645,8146.720930232558,20346.24423410247,2.2517098180108137,0.0004356977158651893,0.0010881752727171
SDWAYPIK,FITUEHWN,-0.39986750669796983,6,10189508.627906976,6060078.075849837,61688.11627906977,38368.825764171655,2.399205040187819,0.00605408155895885,0.006331407827412299
AHMDUILJ,WQMVCOEM,0.3609068698343999,5,126828.81395348837,45511.535634159176,146883.09302325582,122762.57339153606,1.8045343491719996,1.1581208437064137,2.6973946644133426
PLMZALFA,VWMBASNE,0.6016828481439438,4,125.23255813953489,461.5565090354494,457042.3023255814,638471.8526951509,2.406731392575775,3649.548531674914,1383.3015867246975
VBYCLTYZ,UGEQLMXM,0.4464518881551971,4,484941.06976744183,287648.9458131452,156311.44186046513,113236.30523025779,1.7858075526207884,0.32233079770930406,0.39366146435809174
FTSVTTSR,RUVXNNVA,0.933474607095508,1,178820.76744186046,236085.0065819156,6.465116279069767,31.06134128882553,0.933474607095508,3.615416918024133e-05,0.00013156846230265136
RCBZUSIM,DBWLZWNK,0.3256208124233764,4,12569.32558139535,10302.087545782819,496985.25581395347,283852.3825472058,1.3024832496935057,39.53953237634588,27.552899473839982
DEWLVASR,FCYBOAXC,0.3727265498383467,6,220110.41860465117,175703.7543836854,108651086.46511628,8016054.328206619,2.23635929903008,493.62082519035624,45.62255574036448
PLMZALFA,JERHKLYW,0.5121580675742465,1,125.23255813953489,461.5565090354494,7777.790697674419,7073.338413014731,0.5121580675742465,62.10677759134792,15.324967277509465
ROACSLMG,GYHKIVQT,0.3597880771351752,2,2137643.302325581,394841.09931520995,33878135.13953488,13339531.559942342,0.7195761542703504,15.848357442358319,33.78455683322705
ATLDMDBO,LRVGFDFM,0.5657641728717883,1,59997368.674418606,32347299.68026454,18698103.372093022,18697580.01695645,0.5657641728717883,0.31164872368919605,0.5780259929506103
BSRMSVTC,VWMBASNE,0.3036524781672117,6,521682.3953488372,573916.8856602091,457042.3023255814,638471.8526951509,1.8219148690032703,0.8760930144462541,1.1124813864982697
SDWAYPIK,QJQJSWFU,0.43979182875466233,1,10189508.627906976,6060078.075849837,172761.72093023255,83125.52033012893,0.43979182875466233,0.016954862814194654,0.013716905836804434
OGAFEHLU,VBYCLTYZ,0.6840493344619353,2,1785496.6279069767,3359489.1308363928,484941.06976744183,287648.9458131452,1.3680986689238706,0.2716001039641478,0.08562282377185286
BEZYMBBT,DBWLZWNK,0.48127855397214303,3,4939372.674418605,988692.1366975273,496985.25581395347,283852.3825472058,1.4438356619164292,0.10061708005710485,0.28709885717818573
XUOIQPFL,BTMOEMEP,0.466944246148903,6,4558579.162790698,1825750.6538506409,16395223.837209303,10213763.14944862,2.801665476893418,3.596564467067142,5.5942815235483865
KJNSOAHR,FCYBOAXC,0.40475363935873643,2,6980013.720930233,4684817.383908574,108651086.46511628,8016054.328206619,0.8095072787174729,15.566027633914262,1.711070821188992
XMKRPGLB,VMAQSTJE,0.36910368015386447,3,1125717.2325581396,668126.9581434646,136660.41860465117,87565.03180566484,1.1073110404615933,0.12139853122260143,0.13106046798179222
BLANHGYY,BUZIIBYG,-0.32323037502872604,4,12588.116279069767,24521.891661552087,17218971.790697675,2252755.700802552,1.2929215001149041,1367.8751774766924,91.86712557917316
KEUWZRKO,JPBRUTWP,-0.31538912423612603,4,562964.0697674418,574669.8308499713,6196286.279069767,1328244.373028431,1.2615564969445041,11.006539514357321,2.311317389085079
LRVGFDFM,PYZMVUWD,0.342939014968212,1,18698103.372093022,18697580.01695645,12327.976744186046,17444.10107462648,0.342939014968212,0.0006593169638041969,0.0009329603648603645
JBVHSUWY,RJGPVEXX,-0.30051930287621237,5,443156.76744186046,340002.2276556871,516165.72093023255,193020.79378830225,1.5025965143810618,1.1647474637669517,0.5677044974634771
OGAFEHLU,VBYCLTYZ,0.6840493344619353,2,1785496.6279069767,3359489.1308363928,484941.06976744183,287648.9458131452,1.3680986689238706,0.2716001039641478,0.08562282377185286
LRVGFDFM,VWMBASNE,0.45620072323364874,6,18698103.372093022,18697580.01695645,457042.3023255814,638471.8526951509,2.7372043394018926,0.024443243960651864,0.034147298854509504
JPBRUTWP,ZGJXVMNI,-0.5586784805736739,4,6196286.279069767,1328244.373028431,2256273.1395348837,843815.2684755664,2.2347139222946955,0.3641331336087409,0.6352861608974941
KFQSHBNH,ELQGMQWE,0.5728483214541049,1,1129436.1860465116,2874557.073510333,386914.3023255814,184187.38995451733,0.5728483214541049,0.34257296437401835,0.06407505060580639
VWMBASNE,AHMDUILJ,0.37076406603601986,1,457042.3023255814,638471.8526951509,126828.81395348837,45511.535634159176,0.37076406603601986,0.2774990702345586,0.07128197655381707
DEWLVASR,JBVHSUWY,-0.3537421560133265,2,220110.41860465117,175703.7543836854,443156.76744186046,340002.2276556871,0.707484312026653,2.013338442810461,1.9350880056398054
DBWLZWNK,RJCAXSGH,-0.324894923061651,1,496985.25581395347,283852.3825472058,716460.5813953489,1637170.1541742936,0.324894923061651,1.4416133537412514,5.767681565597774
FTSVTTSR,QKXNTIIB,0.3536194657648354,6,178820.76744186046,236085.0065819156,1930363.0232558139,1047727.7871818389,2.1217167945890125,10.794959952694716,4.437925992618534
BEZYMBBT,SDWAYPIK,0.4164391527700772,3,4939372.674418605,988692.1366975273,10189508.627906976,6060078.075849837,1.2493174583102316,2.062915535949974,6.1293883615640405
UXSPKBJR,AXULOHBQ,0.3404789368431178,5,713685.7674418605,510105.31330486346,96264.09302325582,68687.62776235072,1.702394684215589,0.13488302193298674,0.1346538174974175
LLHREMKS,BLANHGYY,0.5056226919024112,6,54678.93023255814,69750.10861853519,12588.116279069767,24521.891661552087,3.033736151414467,0.23021877394638665,0.35156779174798514
BJALXPFS,HXYSSRXE,0.3319749961073903,2,164484.27906976745,91116.96303929096,6607692.0,1492172.1847179234,0.6639499922147806,40.17217959873914,16.37644775384031
AANGBULD,SAAYMURU,0.3510422992767649,3,84017.69767441861,143585.74825850618,25864.20930232558,22117.32341091863,1.0531268978302948,0.30784239532777363,0.15403564545239842
DJBLNPNC,BJALXPFS,0.345542828875682,3,1983.5581395348838,5051.180811994062,164484.27906976745,91116.96303929096,1.036628486627046,82.92385068451425,18.038745080139357
GIKPEWTY,SNHYOVBM,0.380609281329243,1,2196.767441860465,8300.74432593375,561061.023255814,576273.7883040103,0.380609281329243,255.40301276736085,69.42435107104217
LSOIUSXD,EVBVXETX,-0.35846241991234845,4,127645.02325581395,83896.6526178955,4595340.441860465,777360.3161292231,1.4338496796493938,36.00093700962334,9.265689295858072
VBYCLTYZ,OXKURKXR,0.4059264758409722,1,484941.06976744183,287648.9458131452,130175.88372093023,73528.8206833178,0.4059264758409722,0.268436500507348,0.25561999010705916
DBWLZWNK,VWMBASNE,0.3363123168119838,4,496985.25581395347,283852.3825472058,457042.3023255814,638471.8526951509,1.3452492672479353,0.9196295000263662,2.2493094719284983
ZGJXVMNI,QJQJSWFU,-0.37380242791679247,5,2256273.1395348837,843815.2684755664,172761.72093023255,83125.52033012893,1.8690121395839623,0.07656950654731888,0.09851151482504539
RJGPVEXX,GYHKIVQT,-0.5210493039896075,1,516165.72093023255,193020.79378830225,33878135.13953488,13339531.559942342,0.5210493039896075,65.63422126989401,69.10929800912287
DBWLZWNK,DEWLVASR,-0.3643438624221682,5,496985.25581395347,283852.3825472058,220110.41860465117,175703.7543836854,1.821719312110841,0.4428912448191555,0.6189969335693215
RCBZUSIM,BEZYMBBT,0.3082047067690379,1,12569.32558139535,10302.087545782819,4939372.674418605,988692.1366975273,0.3082047067690379,392.97038190630616,95.97007715259421
QVLMOEYE,AANGBULD,-0.34369242753044354,6,1939898.511627907,1283837.9967118828,84017.69767441861,143585.74825850618,2.062154565182661,0.04331035730517163,0.11184101781232579
BLANHGYY,TANNMIMB,0.3055825318562988,3,12588.116279069767,24521.891661552087,100.88372093023256,488.1737304795709,0.9167475955688964,0.00801420313299437,0.019907670142147785
SAHWCZNH,QRKRBYJL,-0.32356852462753327,1,2155944.5581395347,1218372.3496791958,5150163.976744186,4325851.483678751,0.32356852462753327,2.388820230695596,3.5505167897270655
XUOIQPFL,RCBZUSIM,0.4356877068011097,5,4558579.162790698,1825750.6538506409,12569.32558139535,10302.087545782819,2.1784385340055485,0.002757290184623629,0.005642658554742579
FQCLOEXA,GMBFCMIU,0.37543662223546137,2,1543955.1395348837,388064.11943692074,26.27906976744186,170.30783695816,0.7508732444709227,1.7020617435388315e-05,0.00043886519888733085
ZKENOUDA,OGAFEHLU,-0.3118143169649684,1,163893.83720930232,161773.9095654481,1785496.6279069767,3359489.1308363928,0.3118143169649684,10.894226764706811,20.766569466237037
KJNSOAHR,FQCLOEXA,0.3351971497912931,2,6980013.720930233,4684817.383908574,1543955.1395348837,388064.11943692074,0.6703942995825862,0.22119657657763145,0.08283441757404714
BEZYMBBT,QRKRBYJL,0.4532246036288978,6,4939372.674418605,988692.1366975273,5150163.976744186,4325851.483678751,2.719347621773387,1.0426757234610466,4.375327084246643
UGEQLMXM,HXYSSRXE,0.5524630537543328,5,156311.44186046513,113236.30523025779,6607692.0,1492172.1847179234,2.762315268771664,42.2726060313373,13.177506822308644
FCYBOAXC,BEZYMBBT,-0.3102949416916661,3,108651086.46511628,8016054.328206619,4939372.674418605,988692.1366975273,0.9308848250749984,0.04546086776596021,0.12333900148585915
