max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,score,f1,nmae
6,0.07,0.8,0.9,0.05,0.6,0.6286322375832271,0.8120063191153238,0.6464288847149181
7,0.07,0.8,0.85,0.03,0.6,0.6286244547477292,0.8120063191153238,0.6464483418036626
7,0.07,0.8,0.8,0.03,0.6,0.6286244547477292,0.8120063191153238,0.6464483418036626
6,0.08,0.9,0.9,0.05,0.4,0.6286129212327058,0.8120063191153238,0.6464771755912211
7,0.09,0.8,0.9,0.07,0.6,0.628608560035995,0.8120063191153238,0.6464880785829984
7,0.07,0.8,0.85,0.05,0.4,0.6286063795334292,0.8120063191153238,0.6464935298394127
7,0.07,0.8,0.8,0.05,0.4,0.6286063795334292,0.8120063191153238,0.6464935298394127
6,0.08,0.9,0.9,0.07,0.6,0.6286058979410825,0.8120063191153238,0.6464947338202796
5,0.09,0.9,0.8,0.03,0.5,0.6286005202344382,0.8120063191153238,0.6465081780868902
5,0.09,0.9,0.85,0.03,0.5,0.6286005202344382,0.8120063191153238,0.6465081780868902
5,0.08,0.85,0.8,0.05,0.6,0.6285905792080391,0.8120063191153238,0.6465330306528881
5,0.08,0.85,0.85,0.05,0.6,0.6285905792080391,0.8120063191153238,0.6465330306528881
7,0.08,0.9,0.8,0.05,0.5,0.6285902200447004,0.8120063191153238,0.6465339285612345
7,0.08,0.9,0.85,0.05,0.5,0.6285902200447004,0.8120063191153238,0.6465339285612345
7,0.08,0.8,0.85,0.03,0.4,0.6285738310156659,0.8120063191153238,0.6465749011338211
7,0.08,0.8,0.8,0.03,0.4,0.6285738310156659,0.8120063191153238,0.6465749011338211
5,0.08,0.85,0.85,0.07,0.6,0.6285502046377659,0.8120063191153238,0.6466339670785709
5,0.08,0.85,0.8,0.07,0.6,0.6285502046377659,0.8120063191153238,0.6466339670785709
6,0.09,0.9,0.85,0.03,0.4,0.6285465493352563,0.8120063191153238,0.6466431053348449
6,0.09,0.9,0.8,0.03,0.4,0.6285465493352563,0.8120063191153238,0.6466431053348449
6,0.07,0.85,0.8,0.07,0.6,0.6285424839302707,0.8120063191153238,0.6466532688473091
6,0.07,0.85,0.85,0.07,0.6,0.6285424839302707,0.8120063191153238,0.6466532688473091
6,0.07,0.9,0.9,0.05,0.4,0.628529597234242,0.8120063191153238,0.6466854855873808
5,0.07,0.8,0.8,0.03,0.6,0.6285192397667584,0.8120063191153238,0.6467113792560898
5,0.07,0.8,0.85,0.03,0.6,0.6285192397667584,0.8120063191153238,0.6467113792560898
5,0.07,0.8,0.85,0.07,0.4,0.6284982549522835,0.8120063191153238,0.6467638412922768
5,0.07,0.8,0.8,0.07,0.4,0.6284982549522835,0.8120063191153238,0.6467638412922768
5,0.09,0.85,0.85,0.07,0.5,0.6284797072177783,0.8120063191153238,0.6468102106285397
5,0.09,0.85,0.8,0.07,0.5,0.6284797072177783,0.8120063191153238,0.6468102106285397
5,0.09,0.8,0.9,0.03,0.5,0.6284771358097755,0.8120063191153238,0.6468166391485469
6,0.07,0.85,0.85,0.05,0.5,0.6284712521144603,0.8120063191153238,0.6468313483868349
6,0.07,0.85,0.8,0.05,0.5,0.6284712521144603,0.8120063191153238,0.6468313483868349
5,0.08,0.85,0.9,0.07,0.6,0.6284251114216922,0.8120063191153238,0.6469467001187552
7,0.07,0.8,0.9,0.05,0.4,0.6284199600108137,0.8120063191153238,0.6469595786459515
7,0.08,0.85,0.8,0.03,0.6,0.6283827291861703,0.8120063191153238,0.6470526557075599
7,0.08,0.85,0.85,0.03,0.6,0.6283827291861703,0.8120063191153238,0.6470526557075599
7,0.07,0.85,0.85,0.05,0.5,0.6283735982124907,0.8120063191153238,0.6470754831417588
7,0.07,0.85,0.8,0.05,0.5,0.6283735982124907,0.8120063191153238,0.6470754831417588
7,0.09,0.85,0.85,0.07,0.6,0.6283504000346449,0.8120063191153238,0.6471334785863733
7,0.09,0.85,0.8,0.07,0.6,0.6283504000346449,0.8120063191153238,0.6471334785863733
6,0.09,0.85,0.9,0.03,0.4,0.6283476204525872,0.8120063191153238,0.6471404275415178
6,0.08,0.9,0.9,0.07,0.5,0.6283332928262979,0.8120063191153238,0.6471762466072408
7,0.08,0.8,0.9,0.07,0.4,0.6283111765958624,0.8120063191153238,0.6472315371833296
5,0.07,0.8,0.9,0.07,0.6,0.6282878466839152,0.8120063191153238,0.6472898619631975
6,0.08,0.85,0.9,0.07,0.4,0.628287427738798,0.8120063191153238,0.6472909093259906
6,0.09,0.9,0.85,0.03,0.6,0.6282629200953895,0.8120063191153238,0.647352178434512
6,0.09,0.9,0.8,0.03,0.6,0.6282629200953895,0.8120063191153238,0.647352178434512
7,0.09,0.9,0.8,0.05,0.5,0.6282510492827333,0.8120063191153238,0.6473818554661523
7,0.09,0.9,0.85,0.05,0.5,0.6282510492827333,0.8120063191153238,0.6473818554661523
5,0.08,0.9,0.8,0.03,0.6,0.6282480187230473,0.8120063191153238,0.6473894318653677
5,0.08,0.9,0.85,0.03,0.6,0.6282480187230473,0.8120063191153238,0.6473894318653677
5,0.07,0.9,0.9,0.07,0.6,0.6282450891648941,0.8120063191153238,0.6473967557607506
6,0.08,0.8,0.85,0.07,0.6,0.6282337991076528,0.8120063191153238,0.6474249809038537
6,0.08,0.8,0.8,0.07,0.6,0.6282337991076528,0.8120063191153238,0.6474249809038537
5,0.09,0.85,0.9,0.03,0.6,0.6282249810646877,0.8120063191153238,0.6474470260112665
6,0.09,0.9,0.8,0.03,0.5,0.6282175627075792,0.8120063191153238,0.6474655719040376
6,0.09,0.9,0.85,0.03,0.5,0.6282175627075792,0.8120063191153238,0.6474655719040376
7,0.07,0.85,0.85,0.03,0.5,0.6282053045867433,0.8120063191153238,0.6474962172061276
7,0.07,0.85,0.8,0.03,0.5,0.6282053045867433,0.8120063191153238,0.6474962172061276
7,0.08,0.8,0.8,0.03,0.6,0.6282017183384659,0.8120063191153238,0.6475051828268209
7,0.08,0.8,0.85,0.03,0.6,0.6282017183384659,0.8120063191153238,0.6475051828268209
5,0.07,0.9,0.8,0.05,0.4,0.6281989992346196,0.8120063191153238,0.6475119805864366
5,0.07,0.9,0.85,0.05,0.4,0.6281989992346196,0.8120063191153238,0.6475119805864366
6,0.07,0.9,0.9,0.05,0.5,0.6281343579483705,0.8120063191153238,0.6476735838020594
7,0.08,0.85,0.9,0.05,0.4,0.628131647317837,0.8120063191153238,0.6476803603783932
7,0.08,0.85,0.8,0.07,0.5,0.6281308050917033,0.8120063191153238,0.6476824659437275
7,0.08,0.85,0.85,0.07,0.5,0.6281308050917033,0.8120063191153238,0.6476824659437275
6,0.09,0.9,0.9,0.07,0.5,0.6281276828550098,0.8120063191153238,0.6476902715354613
5,0.09,0.85,0.9,0.03,0.4,0.6281217233357299,0.8120063191153238,0.6477051703336609
7,0.07,0.85,0.9,0.07,0.6,0.6281090181023291,0.8120063191153238,0.647736933417163
6,0.07,0.8,0.9,0.05,0.4,0.628108977218185,0.8120063191153238,0.6477370356275232
6,0.08,0.8,0.8,0.03,0.4,0.6281085084197318,0.8120063191153238,0.6477382076236562
6,0.08,0.8,0.85,0.03,0.4,0.6281085084197318,0.8120063191153238,0.6477382076236562
5,0.08,0.8,0.85,0.05,0.4,0.6281019454658103,0.8120063191153238,0.6477546150084599
5,0.08,0.8,0.8,0.05,0.4,0.6281019454658103,0.8120063191153238,0.6477546150084599
6,0.09,0.85,0.8,0.05,0.6,0.6281015834345567,0.8120063191153238,0.647755520086594
6,0.09,0.85,0.85,0.05,0.6,0.6281015834345567,0.8120063191153238,0.647755520086594
6,0.08,0.85,0.9,0.05,0.5,0.6280900782325578,0.8120063191153238,0.6477842830915912
6,0.08,0.85,0.85,0.03,0.4,0.628088965795218,0.8120063191153238,0.6477870641849408
6,0.08,0.85,0.8,0.03,0.4,0.628088965795218,0.8120063191153238,0.6477870641849408
6,0.09,0.85,0.9,0.05,0.4,0.6280798345163575,0.8120063191153238,0.647809892382092
5,0.07,0.9,0.9,0.03,0.5,0.6280734756314975,0.8120063191153238,0.6478257895942419
7,0.07,0.8,0.9,0.03,0.4,0.6280576877222765,0.8120063191153238,0.6478652593672942
6,0.08,0.85,0.9,0.03,0.6,0.6280531954345627,0.8120063191153238,0.647876490086579
6,0.08,0.9,0.9,0.03,0.6,0.6280473709151415,0.8120063191153238,0.6478910513851319
6,0.07,0.9,0.8,0.03,0.5,0.6280403338235319,0.8120063191153238,0.647908644114156
6,0.07,0.9,0.85,0.03,0.5,0.6280403338235319,0.8120063191153238,0.647908644114156
5,0.07,0.8,0.9,0.05,0.4,0.6280249352984836,0.8120063191153238,0.6479471404267768
6,0.08,0.9,0.9,0.05,0.5,0.6280153829360482,0.8120063191153238,0.6479710213328652
5,0.09,0.9,0.9,0.07,0.6,0.6280132024131366,0.8120063191153238,0.6479764726401442
5,0.09,0.85,0.9,0.05,0.4,0.6279980336418645,0.8120063191153238,0.6480143945683244
7,0.07,0.85,0.9,0.03,0.6,0.6279587958729572,0.8120063191153238,0.6481124889905926
6,0.07,0.85,0.85,0.03,0.6,0.6279394305410013,0.8120063191153238,0.6481609023204823
6,0.07,0.85,0.8,0.03,0.6,0.6279394305410013,0.8120063191153238,0.6481609023204823
5,0.08,0.8,0.9,0.05,0.5,0.6279221955304182,0.8120063191153238,0.6482039898469402
7,0.09,0.8,0.9,0.05,0.6,0.6279176654707912,0.8120063191153238,0.6482153149960076
6,0.07,0.85,0.9,0.05,0.6,0.6278793113902177,0.8120063191153238,0.6483112001974414
7,0.07,0.85,0.9,0.07,0.4,0.6278627347778531,0.8120063191153238,0.6483526417283527
6,0.08,0.8,0.9,0.03,0.5,0.627860408497523,0.8120063191153238,0.6483584574291782
6,0.08,0.9,0.9,0.03,0.4,0.627849748481627,0.8120063191153238,0.6483851074689181
6,0.09,0.8,0.9,0.05,0.6,0.6278378293523209,0.8120063191153238,0.6484149052921835
6,0.09,0.85,0.8,0.05,0.5,0.6278258544587711,0.8120063191153238,0.6484448425260579
6,0.09,0.85,0.85,0.05,0.5,0.6278258544587711,0.8120063191153238,0.6484448425260579
7,0.07,0.8,0.85,0.03,0.4,0.6278202646847912,0.8120063191153238,0.6484588169610076
7,0.07,0.8,0.8,0.03,0.4,0.6278202646847912,0.8120063191153238,0.6484588169610076
6,0.09,0.8,0.8,0.05,0.4,0.6278159498844873,0.8120063191153238,0.6484696039617676
6,0.09,0.8,0.85,0.05,0.4,0.6278159498844873,0.8120063191153238,0.6484696039617676
5,0.08,0.9,0.9,0.03,0.5,0.6278118246052014,0.8120063191153238,0.6484799171599824
5,0.07,0.85,0.9,0.05,0.5,0.6278083143909843,0.8120063191153238,0.6484886926955251
6,0.08,0.9,0.8,0.05,0.5,0.6277674093482003,0.8120063191153238,0.648590955302485
6,0.08,0.9,0.85,0.05,0.5,0.6277674093482003,0.8120063191153238,0.648590955302485
6,0.07,0.8,0.9,0.07,0.4,0.6277609286876431,0.8120063191153238,0.6486071569538778
6,0.07,0.8,0.9,0.05,0.5,0.6277570695932126,0.8120063191153238,0.648616804689954
5,0.07,0.8,0.8,0.05,0.4,0.6277519232671408,0.8120063191153238,0.6486296705051338
5,0.07,0.8,0.85,0.05,0.4,0.6277519232671408,0.8120063191153238,0.6486296705051338
6,0.08,0.9,0.85,0.05,0.4,0.6277511456953969,0.8120063191153238,0.6486316144344934
6,0.08,0.9,0.8,0.05,0.4,0.6277511456953969,0.8120063191153238,0.6486316144344934
6,0.08,0.85,0.8,0.05,0.6,0.6277391425934792,0.8120063191153238,0.6486616221892877
6,0.08,0.85,0.85,0.05,0.6,0.6277391425934792,0.8120063191153238,0.6486616221892877
5,0.08,0.8,0.8,0.07,0.4,0.6277381015557566,0.8120063191153238,0.6486642247835942
5,0.08,0.8,0.85,0.07,0.4,0.6277381015557566,0.8120063191153238,0.6486642247835942
7,0.09,0.85,0.8,0.05,0.5,0.6277239571090688,0.8120063191153238,0.6486995859003136
7,0.09,0.85,0.85,0.05,0.5,0.6277239571090688,0.8120063191153238,0.6486995859003136
5,0.07,0.8,0.85,0.05,0.6,0.6277211128776692,0.8120063191153238,0.6487066964788126
5,0.07,0.8,0.8,0.05,0.6,0.6277211128776692,0.8120063191153238,0.6487066964788126
5,0.09,0.85,0.85,0.05,0.4,0.6277200142750842,0.8120063191153238,0.6487094429852752
5,0.09,0.85,0.8,0.05,0.4,0.6277200142750842,0.8120063191153238,0.6487094429852752
6,0.07,0.9,0.9,0.03,0.5,0.6277090420620276,0.8120063191153238,0.6487368735179166
7,0.09,0.8,0.85,0.03,0.5,0.6277088374009222,0.8120063191153238,0.6487373851706802
7,0.09,0.8,0.8,0.03,0.5,0.6277088374009222,0.8120063191153238,0.6487373851706802
5,0.08,0.8,0.9,0.05,0.4,0.6277082688817128,0.8120063191153238,0.6487388064687037
6,0.08,0.8,0.8,0.05,0.6,0.6277056776030945,0.8120063191153238,0.6487452846652494
6,0.08,0.8,0.85,0.05,0.6,0.6277056776030945,0.8120063191153238,0.6487452846652494
5,0.07,0.85,0.9,0.07,0.4,0.6276748595965588,0.8120063191153238,0.6488223296815888
5,0.08,0.9,0.9,0.07,0.5,0.6276471555492991,0.8120063191153238,0.6488915897997379
7,0.07,0.9,0.9,0.03,0.5,0.627645319747873,0.8120063191153238,0.6488961793033033
5,0.09,0.85,0.8,0.03,0.6,0.6276118492475768,0.8120063191153238,0.6489798555540436
5,0.09,0.85,0.85,0.03,0.6,0.6276118492475768,0.8120063191153238,0.6489798555540436
7,0.07,0.9,0.9,0.07,0.5,0.6275972473940885,0.8120063191153238,0.6490163601877645
7,0.08,0.9,0.9,0.07,0.6,0.6275969261750682,0.8120063191153238,0.649017163235315
6,0.07,0.8,0.8,0.05,0.6,0.6275645888742916,0.8120063191153238,0.6490980064872568
6,0.07,0.8,0.85,0.05,0.6,0.6275645888742916,0.8120063191153238,0.6490980064872568
6,0.07,0.85,0.9,0.05,0.5,0.6275426106387735,0.8120063191153238,0.649152952076052
7,0.09,0.85,0.85,0.03,0.4,0.6275186967084037,0.8120063191153238,0.6492127369019765
7,0.09,0.85,0.8,0.03,0.4,0.6275186967084037,0.8120063191153238,0.6492127369019765
7,0.07,0.8,0.85,0.05,0.6,0.6275162831247648,0.8120063191153238,0.6492187708610736
7,0.07,0.8,0.8,0.05,0.6,0.6275162831247648,0.8120063191153238,0.6492187708610736
6,0.09,0.85,0.9,0.07,0.6,0.627489220868129,0.8120063191153238,0.6492864265026632
5,0.07,0.9,0.9,0.05,0.5,0.6274879331837002,0.8120063191153238,0.6492896457137352
7,0.07,0.8,0.9,0.07,0.4,0.6274855324557915,0.8120063191153238,0.6492956475335068
6,0.09,0.8,0.9,0.03,0.6,0.6274825864333968,0.8120063191153238,0.6493030125894935
7,0.08,0.8,0.8,0.05,0.6,0.6274799959612434,0.8120063191153238,0.6493094887698773
7,0.08,0.8,0.85,0.05,0.6,0.6274799959612434,0.8120063191153238,0.6493094887698773
7,0.09,0.8,0.9,0.03,0.4,0.6274791517475052,0.8120063191153238,0.6493115993042226
5,0.08,0.9,0.9,0.05,0.4,0.6274784796812727,0.8120063191153238,0.6493132794698039
6,0.09,0.85,0.9,0.03,0.5,0.6274679210901911,0.8120063191153238,0.6493396759475079
5,0.09,0.8,0.9,0.07,0.5,0.6274519555778015,0.8120063191153238,0.6493795897284819
5,0.07,0.8,0.8,0.03,0.4,0.6274410362682733,0.8120063191153238,0.6494068880023024
5,0.07,0.8,0.85,0.03,0.4,0.6274410362682733,0.8120063191153238,0.6494068880023024
7,0.08,0.85,0.9,0.03,0.4,0.6274368183084476,0.8120063191153238,0.6494174329018667
5,0.07,0.9,0.9,0.05,0.6,0.627409756109615,0.8120063191153238,0.6494850883989483
5,0.08,0.85,0.9,0.05,0.4,0.6274038426816927,0.8120063191153238,0.6494998719687539
5,0.09,0.85,0.85,0.05,0.5,0.6273982554567457,0.8120063191153238,0.6495138400311214
5,0.09,0.85,0.8,0.05,0.5,0.6273982554567457,0.8120063191153238,0.6495138400311214
6,0.07,0.8,0.85,0.05,0.5,0.6273913383988327,0.8120063191153238,0.649531132675904
6,0.07,0.8,0.8,0.05,0.5,0.6273913383988327,0.8120063191153238,0.649531132675904
6,0.09,0.9,0.8,0.07,0.6,0.6273808746437031,0.8120063191153238,0.649557292063728
6,0.09,0.9,0.85,0.07,0.6,0.6273808746437031,0.8120063191153238,0.649557292063728
7,0.07,0.85,0.9,0.05,0.5,0.6273698729321123,0.8120063191153238,0.6495847963427049
5,0.09,0.8,0.85,0.03,0.5,0.6273685045130891,0.8120063191153238,0.6495882173902628
5,0.09,0.8,0.8,0.03,0.5,0.6273685045130891,0.8120063191153238,0.6495882173902628
7,0.07,0.9,0.9,0.05,0.4,0.627324405474172,0.8120063191153238,0.6496984649875556
5,0.08,0.85,0.9,0.03,0.6,0.6273127189154253,0.8120063191153238,0.6497276813844224
5,0.08,0.85,0.8,0.03,0.6,0.6272979296537362,0.8120063191153238,0.6497646545386451
5,0.08,0.85,0.85,0.03,0.6,0.6272979296537362,0.8120063191153238,0.6497646545386451
6,0.08,0.8,0.9,0.03,0.6,0.6272912955743906,0.8120063191153238,0.6497812397370093
7,0.09,0.9,0.9,0.03,0.6,0.6272903285924727,0.8120063191153238,0.649783657191804
7,0.08,0.9,0.9,0.07,0.5,0.6272852514926098,0.8120063191153238,0.6497963499414611
5,0.08,0.85,0.85,0.03,0.5,0.6272644153873383,0.8120063191153238,0.6498484402046397
5,0.08,0.85,0.8,0.03,0.5,0.6272644153873383,0.8120063191153238,0.6498484402046397
5,0.08,0.85,0.9,0.03,0.4,0.627190204326566,0.8120063191153238,0.6500339678565707
7,0.07,0.9,0.85,0.07,0.6,0.6271773310001365,0.8120063191153238,0.6500661511726443
7,0.07,0.9,0.8,0.07,0.6,0.6271773310001365,0.8120063191153238,0.6500661511726443
7,0.09,0.85,0.85,0.07,0.4,0.6271734809561501,0.8120063191153238,0.6500757762826104
7,0.09,0.85,0.8,0.07,0.4,0.6271734809561501,0.8120063191153238,0.6500757762826104
6,0.07,0.9,0.9,0.07,0.6,0.6271346276672822,0.8120063191153238,0.65017290950478
5,0.07,0.8,0.9,0.05,0.5,0.6271290548206061,0.8120063191153238,0.6501868416214706
6,0.08,0.85,0.85,0.07,0.6,0.6271219705821371,0.8120063191153238,0.650204552217643
6,0.08,0.85,0.8,0.07,0.6,0.6271219705821371,0.8120063191153238,0.650204552217643
5,0.07,0.9,0.9,0.03,0.6,0.6271139606273983,0.8120063191153238,0.6502245771044899
7,0.07,0.9,0.9,0.07,0.4,0.6271117339582952,0.8120063191153238,0.6502301437772477
6,0.08,0.9,0.85,0.07,0.5,0.627108541927112,0.8120063191153238,0.6502381238552057
6,0.08,0.9,0.8,0.07,0.5,0.627108541927112,0.8120063191153238,0.6502381238552057
5,0.09,0.85,0.85,0.03,0.5,0.6270927436517771,0.8120063191153238,0.6502776195435429
5,0.09,0.85,0.8,0.03,0.5,0.6270927436517771,0.8120063191153238,0.6502776195435429
6,0.07,0.9,0.85,0.05,0.6,0.6270828130067263,0.8120063191153238,0.6503024461561698
6,0.07,0.9,0.8,0.05,0.6,0.6270828130067263,0.8120063191153238,0.6503024461561698
7,0.07,0.85,0.8,0.03,0.6,0.6270636956496473,0.8120063191153238,0.6503502395488675
7,0.07,0.85,0.85,0.03,0.6,0.6270636956496473,0.8120063191153238,0.6503502395488675
5,0.08,0.85,0.8,0.05,0.4,0.6270599550912004,0.8120063191153238,0.6503595909449846
5,0.08,0.85,0.85,0.05,0.4,0.6270599550912004,0.8120063191153238,0.6503595909449846
7,0.07,0.8,0.9,0.05,0.5,0.6270579966143308,0.8120063191153238,0.6503644871371586
5,0.09,0.8,0.9,0.05,0.6,0.6270146411449583,0.8120063191153238,0.65047287581059
6,0.08,0.85,0.9,0.03,0.4,0.6270078965619049,0.8120063191153238,0.6504897372682233
5,0.08,0.8,0.9,0.03,0.4,0.6270054675401627,0.8120063191153238,0.6504958098225788
6,0.09,0.85,0.9,0.07,0.5,0.6269970090367267,0.8120063191153238,0.6505169560811689
5,0.08,0.9,0.9,0.03,0.4,0.6269750796921971,0.8120063191153238,0.650571779442493
7,0.09,0.8,0.8,0.05,0.5,0.6269678927790001,0.8120063191153238,0.6505897467254854
7,0.09,0.8,0.85,0.05,0.5,0.6269678927790001,0.8120063191153238,0.6505897467254854
7,0.07,0.85,0.8,0.07,0.6,0.6269563448987107,0.8120063191153238,0.650618616426209
7,0.07,0.85,0.85,0.07,0.6,0.6269563448987107,0.8120063191153238,0.650618616426209
7,0.09,0.8,0.8,0.03,0.6,0.6269546895155069,0.8120063191153238,0.6506227548842184
7,0.09,0.8,0.85,0.03,0.6,0.6269546895155069,0.8120063191153238,0.6506227548842184
5,0.09,0.85,0.85,0.07,0.6,0.6269518033038667,0.8120063191153238,0.650629970413319
5,0.09,0.85,0.8,0.07,0.6,0.6269518033038667,0.8120063191153238,0.650629970413319
5,0.08,0.8,0.8,0.03,0.5,0.6269394121509376,0.8120063191153238,0.6506609482956417
5,0.08,0.8,0.85,0.03,0.5,0.6269394121509376,0.8120063191153238,0.6506609482956417
7,0.08,0.85,0.9,0.03,0.5,0.6269198017949098,0.8120063191153238,0.6507099741857111
6,0.08,0.9,0.8,0.03,0.5,0.6269126297078476,0.8120063191153238,0.6507279044033668
6,0.08,0.9,0.85,0.03,0.5,0.6269126297078476,0.8120063191153238,0.6507279044033668
6,0.07,0.8,0.85,0.07,0.4,0.6269026982122783,0.8120063191153238,0.6507527331422901
6,0.07,0.8,0.8,0.07,0.4,0.6269026982122783,0.8120063191153238,0.6507527331422901
6,0.08,0.85,0.85,0.07,0.4,0.6269007689685959,0.8120063191153238,0.6507575562514959
6,0.08,0.85,0.8,0.07,0.4,0.6269007689685959,0.8120063191153238,0.6507575562514959
7,0.08,0.9,0.9,0.05,0.5,0.6268697886113767,0.8120063191153238,0.650835007144544
5,0.09,0.9,0.8,0.07,0.5,0.626867673562634,0.8120063191153238,0.6508402947664008
5,0.09,0.9,0.85,0.07,0.5,0.626867673562634,0.8120063191153238,0.6508402947664008
6,0.09,0.9,0.9,0.05,0.5,0.6268529006733319,0.8120063191153238,0.6508772269896559
6,0.08,0.8,0.85,0.03,0.5,0.6268273049024402,0.8120063191153238,0.6509412164168852
6,0.08,0.8,0.8,0.03,0.5,0.6268273049024402,0.8120063191153238,0.6509412164168852
6,0.08,0.85,0.9,0.03,0.5,0.6268261974548207,0.8120063191153238,0.6509439850359339
5,0.08,0.8,0.85,0.07,0.5,0.6268145738634823,0.8120063191153238,0.65097304401428
5,0.08,0.8,0.8,0.07,0.5,0.6268145738634823,0.8120063191153238,0.65097304401428
7,0.08,0.85,0.8,0.05,0.6,0.6268138942169874,0.8120063191153238,0.6509747431305173
7,0.08,0.85,0.85,0.05,0.6,0.6268138942169874,0.8120063191153238,0.6509747431305173
7,0.09,0.9,0.8,0.07,0.6,0.626806892281906,0.8120063191153238,0.6509922479682206
7,0.09,0.9,0.85,0.07,0.6,0.626806892281906,0.8120063191153238,0.6509922479682206
5,0.09,0.8,0.85,0.07,0.5,0.6268061204925237,0.8120063191153238,0.6509941774416764
5,0.09,0.8,0.8,0.07,0.5,0.6268061204925237,0.8120063191153238,0.6509941774416764
7,0.09,0.85,0.85,0.07,0.5,0.626791462097984,0.8120063191153238,0.6510308234280258
7,0.09,0.85,0.8,0.07,0.5,0.626791462097984,0.8120063191153238,0.6510308234280258
6,0.08,0.85,0.8,0.03,0.6,0.6267803259578434,0.8120063191153238,0.6510586637783773
6,0.08,0.85,0.85,0.03,0.6,0.6267803259578434,0.8120063191153238,0.6510586637783773
